RiskPerformance,ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,MSinceOldestTradeOpen,PercentTradesWBalance,PercentInstallTrades,NumSatisfactoryTrades,NumTotalTrades,PercentTradesNeverDelq,MSinceMostRecentInqexcl7days
1.0,-1.7196543403596993,-0.07230657125312087,0.1852504410038023,-0.6014821959680315,0.12531242130535233,0.4664920637255292,-0.1298266874844189,-0.011081648251339405,-0.8006600272147762,-0.5115448081422681
1.0,-1.1082103520747495,-1.2168935558125664,-1.133408974063254,-1.4854724610841123,-3.083865543902196,1.881631492078302,-1.7777286213337484,-1.3616778398222211,0.6667237675779727,-0.5115448081422681
1.0,-0.49676636378979966,0.6213825102980582,-1.6547394404851135,-1.4032408085151746,0.91597945621156,0.5254562065735614,-1.1368778692812314,-1.192853315875861,0.6667237675779727,-0.5115448081422681
1.0,-0.5986736951706246,1.2803871377716785,-0.1520810372691656,-0.3445082816901011,1.1485285841251505,1.29199006359798,0.602574172004172,0.5798041855609214,0.06250691089860547,-0.5115448081422681
1.0,0.9299362755417501,0.5520136021429404,1.657242346194935,1.3412405959731228,0.6369205027152514,-0.5948625075390502,-0.8622275469730097,-0.9396165299563206,0.6667237675779727,-0.5115448081422681
1.0,-1.3120250148363994,0.9335425969960889,0.0012514528549107207,-0.6734348919658522,1.2880580608733048,0.702348635117658,0.8772244943123936,0.7486287095072816,-0.11012647672407087,-0.5115448081422681
0.0,-1.8215616717405243,1.8700228570901807,-1.256074966162515,-1.177103763950596,1.5671170143696131,1.350954206446012,0.3279238496959504,0.2421551376682009,-0.023809782912732707,-0.5115448081422681
0.0,-0.3948590324089747,-0.24572884164091566,-0.3974130214676877,-0.5603663696835627,-1.2234725205934724,0.5254562065735614,-0.40447700979264045,-0.43314295811723996,-0.8006600272147762,-0.5115448081422681
1.0,-1.3120250148363994,1.1416493214614425,1.8412413343438265,1.248729986833068,1.1020187585424324,-0.535898364691018,0.23637374225987653,0.32656739964138104,-0.6280266395920999,-0.5115448081422681
1.0,-1.1082103520747495,-0.1416754794082388,-1.2867414641873303,-1.2696143730906508,-0.20025635777367432,-0.535898364691018,-0.22137679492049275,-0.3487306961440598,0.2351402985212818,-0.5115448081422681
0.0,1.031843606922575,-0.6966267446491821,-0.9494099859143624,-1.0948721113816582,0.03229277013991615,-0.2410776504508571,-0.49602711722871434,-0.6019674820636002,0.6667237675779727,-0.5115448081422681
1.0,-2.2291909972638244,1.696600586702386,-0.060081543194719804,1.1151035514085441,1.0089991073769962,-0.8896832217792112,-0.8622275469730097,-0.6863797440367803,-2.785943984875554,-0.5115448081422681
1.0,0.21658495587597518,-0.5925733824165053,-0.36674652344287245,0.7347821582772069,0.03229277013991615,0.23063549233340042,0.1448236348238027,0.4109796616145611,0.6667237675779727,-0.5115448081422681
0.0,-0.2929517010281497,-0.7659956528043,1.197244875822706,0.549760939997097,0.03229277013991615,-1.5972529359555976,-0.9537776544090836,-0.7707920060099603,0.6667237675779727,-0.5115448081422681
1.0,-0.9043956893130995,1.2457026836941194,-0.029415045169904543,-0.1903239331233428,0.7299401538806876,0.053743063789303845,1.1518748166206152,1.086277757400002,0.40777368614395815,-0.5115448081422681
1.0,-1.1082103520747495,0.9335425969960889,-0.3054135273932419,0.549760939997097,0.91597945621156,-0.12314936475479273,-0.6791273321008621,-0.6863797440367803,-0.45539325196942354,-0.5115448081422681
1.0,-1.0063030206939245,-0.34978220387359255,-0.5814120096165792,-0.7351086313925554,0.17182224688807043,1.350954206446012,-0.49602711722871434,-0.26431843417087975,-1.145926802460129,-0.5115448081422681
1.0,1.7451949265883497,-1.1128401935798895,2.1172398165671638,0.4264134611436904,-0.7583742647662914,-1.4793246502595332,-1.0453277618451575,-1.1084410539026808,0.6667237675779727,-0.5115448081422681
1.0,-0.7005810265514496,-0.1416754794082388,-1.593406444435483,-1.6396568096508708,0.4043713748016609,-0.5948625075390502,-0.5875772246647881,-0.5175552200904201,0.6667237675779727,-0.5115448081422681
1.0,-1.5158396775980494,0.30922242360002766,-0.1520810372691656,-0.5706453262546799,-0.4793153112699829,0.7613127779656902,0.5110240645680981,-0.09549391022451952,0.40777368614395815,-0.5115448081422681
1.0,0.012770293114325218,0.4826446939878224,0.15458394297898703,1.670167206248874,0.3113517236362247,0.3485637780294648,0.05327352738772883,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
0.0,0.012770293114325218,0.2745379695224687,-0.7654109977654708,-1.2182195902350648,-0.10723670660823814,-0.4769342218429859,0.6941242794402458,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-0.7005810265514496,-0.731311198726741,-1.010742981963993,-1.177103763950596,-0.7583742647662914,-0.8896832217792112,-0.1298266874844189,-0.09549391022451952,-0.6280266395920999,-0.5115448081422681
1.0,-0.8024883579322746,-0.3844666579511515,-0.7040780017158403,-1.1462668942372443,0.7299401538806876,0.8792410636617546,-0.22137679492049275,-0.09549391022451952,-0.19644317053540905,-0.5115448081422681
1.0,-1.4139323462172244,0.9682270510736478,0.03191795087972599,0.642271549137152,1.1485285841251505,0.7613127779656902,0.3279238496959504,-0.09549391022451952,0.06250691089860547,-0.5115448081422681
1.0,-1.4139323462172244,1.523178316314591,-0.18274753529398086,-0.5398084565413283,1.1485285841251505,0.5844203494215936,-0.3129269023565666,-0.09549391022451952,-3.217527453932245,-0.5115448081422681
1.0,0.7261216127801,-0.24572884164091566,0.4919154212519549,-0.4164609776879216,-0.4328054856872648,-0.3590059361469215,-0.40447700979264045,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-0.5986736951706246,-0.5578889283389462,0.8905798955745533,0.8375717239883791,-0.15374653219095624,1.0561334922058512,-0.5875772246647881,-0.09549391022451952,-0.8869767210261144,-0.5115448081422681
1.0,-0.2929517010281497,0.5173291480653813,2.4239047968153167,2.811131385642885,1.0555089329597143,0.053743063789303845,1.5180752463649105,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
0.0,-0.08913703826649975,-1.0434712854247716,-0.4894125155421335,-0.24171871597892888,-2.0606493810823983,-0.12314936475479273,-0.5875772246647881,-0.09549391022451952,-0.8006600272147762,-0.5115448081422681
1.0,-1.8215616717405243,0.9335425969960889,-0.8880769898647319,-0.9098508931015481,1.5671170143696131,-0.4769342218429859,-1.1368778692812314,-0.09549391022451952,-2.4406772096302016,-0.5115448081422681
1.0,-0.3948590324089747,-0.6966267446491821,-1.0414094799888083,-0.714550718250321,-0.7583742647662914,1.881631492078302,1.6096253538009844,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
0.0,0.3184922872568002,0.6213825102980582,-0.36674652344287245,-0.3959030645456872,-0.5258251368527009,-0.830719078931179,-0.22137679492049275,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-0.49676636378979966,-0.1416754794082388,-1.256074966162515,-0.8687350668170792,0.03229277013991615,0.407527920877497,0.1448236348238027,-0.09549391022451952,-0.3690765581580854,-0.5115448081422681
0.0,1.6432875952075248,-1.1822091017350074,0.4305824252023244,-0.5089715868279766,-1.9211199043342437,-1.6562170788036297,-0.7706774395369359,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-2.127283665882999,1.523178316314591,0.5532484173015855,-0.16976601998110835,1.5671170143696131,1.2330259207499477,0.05327352738772883,-0.09549391022451952,-0.714343333403438,-0.5115448081422681
1.0,-0.19104436964732474,0.5520136021429404,-0.6427450056662098,-0.7762244576770243,0.03229277013991615,-1.3024322217154365,0.1448236348238027,-0.09549391022451952,0.32145699233262,-0.5115448081422681
1.0,-0.7005810265514496,0.5866980562204993,-1.256074966162515,-0.8892929799593137,-0.4793153112699829,-1.3024322217154365,-0.6791273321008621,-0.09549391022451952,0.06250691089860547,-0.5115448081422681
1.0,0.624214281399275,-0.9741023772696538,-1.9920709187580814,-1.8657938542154495,0.4043713748016609,1.7047390635342052,-0.9537776544090836,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
0.0,1.4394729324458748,-1.2168935558125664,0.3692494291526939,1.1870562474063646,-0.7583742647662914,1.5868107778381408,-0.7706774395369359,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
0.0,1.847102257969175,-1.1822091017350074,-0.1520810372691656,0.28250806914804927,0.2183320724707885,1.5868107778381408,-0.9537776544090836,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,0.42039961863762515,0.06643124505711495,-0.12141453924435033,0.9300823331284341,1.0089991073769962,0.17167134948536825,1.0603247091845414,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-0.19104436964732474,0.23985351544490974,-1.7774054325843744,-1.701330549077574,-0.7583742647662914,-0.8896832217792112,-0.22137679492049275,-0.26431843417087975,0.6667237675779727,-0.5115448081422681
1.0,0.11467762449515019,1.523178316314591,0.6759144094008465,0.5394819834259797,0.6369205027152514,-0.7127907932351146,1.7011754612370582,1.7615758531854429,0.6667237675779727,-0.5115448081422681
1.0,0.012770293114325218,0.23985351544490974,0.5225819192767702,0.06664998115458769,0.7299401538806876,0.17167134948536825,1.792725568673132,1.5927513292390827,0.6667237675779727,-0.5115448081422681
0.0,1.1337509383034,-0.4538355661062694,1.2279113738475214,2.009372773095742,0.12531242130535233,-0.2410776504508571,0.6941242794402458,0.49539192358774126,0.6667237675779727,-0.5115448081422681
0.0,1.5413802638266998,-0.800680106881859,1.0132458876738144,1.2692878999753023,-0.4793153112699829,0.2895996351814326,0.4194739571320243,0.5798041855609214,0.6667237675779727,-0.5115448081422681
1.0,-1.7196543403596993,2.147498489710652,-0.5814120096165792,-0.9098508931015481,1.5671170143696131,1.0561334922058512,-0.22137679492049275,-0.3487306961440598,-0.2827598643467472,-0.5115448081422681
1.0,-0.7005810265514496,0.9682270510736478,0.5839149153264007,2.831689298785119,-0.2932760089391105,-0.18211350760282494,2.0673758909813538,2.014812639104983,-0.2827598643467472,-0.5115448081422681
1.0,0.624214281399275,0.7601203266082941,0.3999159271775091,-0.05669749769881895,0.03229277013991615,0.3485637780294648,-0.5875772246647881,-0.5175552200904201,0.6667237675779727,-0.5115448081422681
0.0,0.7261216127801,-0.5232044742613873,-0.029415045169904543,0.4161345045725731,-0.4793153112699829,0.053743063789303845,1.243424924056689,1.3395145433195423,0.40777368614395815,-0.5115448081422681
1.0,0.3184922872568002,1.8353384030126216,0.4305824252023244,-0.20060288969446002,1.2415482352905867,-0.4769342218429859,-0.03827658004834503,-0.09549391022451952,0.6667237675779727,-0.5115448081422681
1.0,-0.19104436964732474,1.3497560459267963,0.5532484173015855,-0.27255558569228056,0.91597945621156,-0.3000417932988893,-0.1298266874844189,-0.26431843417087975,0.2351402985212818,-0.5115448081422681
1.0,0.624214281399275,-0.8700490150369768,-0.12141453924435033,-0.16976601998110835,0.03229277013991615,0.8202769208137224,1.884275676109206,1.6771635912122627,0.4940903799552963,-0.5115448081422681
1.0,0.3184922872568002,0.7601203266082941,1.4119103619964128,-0.16976601998110835,1.5671170143696131,0.23063549233340042,0.05327352738772883,-0.011081648251339405,0.6667237675779727,-0.5115448081422681
1.0,0.42039961863762515,-0.10699102533067983,-0.7347444997406556,-0.16976601998110835,0.4043713748016609,0.2895996351814326,-0.6791273321008621,-0.6863797440367803,0.6667237675779727,-0.5115448081422681
1.0,0.012770293114325218,0.8641736888409709,-0.4894125155421335,-0.16976601998110835,1.5671170143696131,-1.0076115074752756,-1.0453277618451575,-1.0240287919295006,0.6667237675779727,-0.5115448081422681
1.0,-1.7196543403596993,1.523178316314591,-0.27474702936842665,-0.16976601998110835,1.0089991073769962,-0.4769342218429859,-0.8622275469730097,-0.09549391022451952,-3.649110922988936,-0.5115448081422681
1.0,0.21658495587597518,0.3439068776775866,1.3812438639715976,-0.16976601998110835,1.2415482352905867,-0.5948625075390502,0.23637374225987653,0.0733306137218407,-0.3690765581580854,-0.5115448081422681
1.0,-0.9043956893130995,0.06643124505711495,-0.4894125155421335,-0.16976601998110835,0.17182224688807043,-0.3590059361469215,-0.9537776544090836,-0.7707920060099603,-1.145926802460129,-0.5115448081422681
1.0,0.9299362755417501,-0.3844666579511515,-0.36674652344287245,-0.16976601998110835,0.5439008515498152,1.5868107778381408,1.1518748166206152,0.9174532334536417,0.6667237675779727,-0.5115448081422681
0.0,0.9299362755417501,-1.2168935558125664,0.0012514528549107207,-0.16976601998110835,0.6369205027152514,2.825057777646817,-0.3129269023565666,-0.43314295811723996,0.6667237675779727,-0.5115448081422681
1.0,-1.3120250148363994,0.9682270510736478,0.03191795087972599,-0.16976601998110835,0.91597945621156,0.8792410636617546,1.5180752463649105,1.6771635912122627,-1.4048768838941434,-0.5115448081422681
1.0,-0.5986736951706246,0.03174679097955599,0.09325094692935651,-0.16976601998110835,-0.8979037415144457,0.23063549233340042,1.97582578354528,1.7615758531854429,0.4940903799552963,-0.5115448081422681
1.0,0.012770293114325218,1.0722804133063246,-0.550745511591764,-0.16976601998110835,0.5439008515498152,0.997169349357819,-0.03827658004834503,-0.011081648251339405,0.32145699233262,-0.5115448081422681
0.0,0.11467762449515019,-0.2804132957184746,0.4919154212519549,-0.16976601998110835,0.2648418980535066,-1.0076115074752756,1.5180752463649105,1.3395145433195423,0.6667237675779727,-0.5115448081422681
1.0,1.4394729324458748,-1.2168935558125664,1.3505773659467823,-0.16976601998110835,-0.7583742647662914,2.1764522063184626,-0.40447700979264045,-0.43314295811723996,0.6667237675779727,-0.5115448081422681
1.0,1.94900958935,-1.2168935558125664,4.01856269410571,-0.16976601998110835,-3.083865543902196,0.4664920637255292,-1.4115281915894529,-1.3616778398222211,0.6667237675779727,-0.5115448081422681
